OmaTunniste;OmaIta;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;lamposumma_v;rainfall_v
1;3625000;6865000;Kerimaki;1000;20031114;2003;11;14;3625000;6865000;2.8;3.9;1.4;2.0;745.0;6.83;1367.7999999999997;453.0
1;3625000;6865000;Kerimaki;1000;20031115;2003;11;15;3625000;6865000;2.1;2.6;1.1;0.0;778.0;6.49;1367.7999999999997;453.0
1;3625000;6865000;Kerimaki;1000;20031116;2003;11;16;3625000;6865000;1.8;3.0;0.9;2.0;443.0;6.44;1367.7999999999997;455.0
1;3625000;6865000;Kerimaki;1000;20031117;2003;11;17;3625000;6865000;1.1;1.9;0.0;6.0;443.0;6.32;1367.7999999999997;461.0
1;3625000;6865000;Kerimaki;1000;20031118;2003;11;18;3625000;6865000;1.2;2.1;0.6;2.0;475.0;6.32;1367.7999999999997;463.0
1;3625000;6865000;Kerimaki;1000;20031119;2003;11;19;3625000;6865000;1.0;1.6;0.1;0.0;529.0;6.26;1367.7999999999997;463.0
1;3625000;6865000;Kerimaki;1000;20031120;2003;11;20;3625000;6865000;0.1;0.7;-0.7;0.0;1177.0;5.82;1367.7999999999997;463.0
1;3625000;6865000;Kerimaki;1000;20031121;2003;11;21;3625000;6865000;-1.6;-0.6;-2.1;0.0;950.0;4.79;1367.7999999999997;463.0
1;3625000;6865000;Kerimaki;1000;20031122;2003;11;22;3625000;6865000;-3.7;-2.1;-3.8;0.0;724.0;3.82;1367.7999999999997;463.0
1;3625000;6865000;Kerimaki;1000;20031123;2003;11;23;3625000;6865000;-5.0;-3.9;-6.6;1.0;562.0;3.76;1367.7999999999997;464.0
1;3625000;6865000;Kerimaki;1000;20031124;2003;11;24;3625000;6865000;-1.4;0.7;-4.4;4.0;173.0;5.03;1367.7999999999997;468.0
1;3625000;6865000;Kerimaki;1000;20031125;2003;11;25;3625000;6865000;-3.1;-0.6;-3.7;0.0;821.0;3.83;1367.7999999999997;468.0
1;3625000;6865000;Kerimaki;1000;20031126;2003;11;26;3625000;6865000;-4.6;-3.5;-5.6;0.0;475.0;3.9;1367.7999999999997;468.0
1;3625000;6865000;Kerimaki;1000;20031127;2003;11;27;3625000;6865000;-0.6;0.5;-4.2;3.0;378.0;5.65;1367.7999999999997;471.0
1;3625000;6865000;Kerimaki;1000;20031128;2003;11;28;3625000;6865000;1.5;2.0;0.4;1.0;292.0;6.6;1367.7999999999997;472.0
1;3625000;6865000;Kerimaki;1000;20031129;2003;11;29;3625000;6865000;2.9;3.7;1.6;1.0;292.0;7.39;1367.7999999999997;473.0
1;3625000;6865000;Kerimaki;1000;20031130;2003;11;30;3625000;6865000;3.0;3.8;2.2;0.0;335.0;7.37;1367.7999999999997;473.0
1;3625000;6865000;Kerimaki;1000;20031201;2003;12;1;3625000;6865000;1.5;2.9;1.1;0.0;443.0;6.53;1367.7999999999997;473.0
1;3625000;6865000;Kerimaki;1000;20031202;2003;12;2;3625000;6865000;2.1;2.4;1.2;0.0;313.0;6.81;1367.7999999999997;473.0
1;3625000;6865000;Kerimaki;1000;20031203;2003;12;3;3625000;6865000;2.2;2.5;1.9;0.0;356.0;6.96;1367.7999999999997;473.0
1;3625000;6865000;Kerimaki;1000;20031204;2003;12;4;3625000;6865000;2.8;3.6;1.8;3.0;270.0;7.19;1367.7999999999997;476.0
1;3625000;6865000;Kerimaki;1000;20031205;2003;12;5;3625000;6865000;0.6;3.3;-1.2;0.0;648.0;5.48;1367.7999999999997;476.0
1;3625000;6865000;Kerimaki;1000;20031206;2003;12;6;3625000;6865000;-3.2;-1.1;-3.7;0.0;572.0;3.62;1367.7999999999997;476.0
1;3625000;6865000;Kerimaki;1000;20031207;2003;12;7;3625000;6865000;-3.2;0.6;-6.7;5.0;410.0;4.29;1367.7999999999997;481.0
1;3625000;6865000;Kerimaki;1000;20031208;2003;12;8;3625000;6865000;-0.1;2.2;-0.9;0.0;670.0;4.46;1367.7999999999997;481.0
1;3625000;6865000;Kerimaki;1000;20031209;2003;12;9;3625000;6865000;-4.5;-0.6;-7.3;0.0;680.0;2.93;1367.7999999999997;481.0
1;3625000;6865000;Kerimaki;1000;20031210;2003;12;10;3625000;6865000;-1.2;2.5;-9.9;0.0;281.0;5.02;1367.7999999999997;481.0
1;3625000;6865000;Kerimaki;1000;20031211;2003;12;11;3625000;6865000;2.2;3.8;1.1;3.0;432.0;6.21;1367.7999999999997;484.0
1;3625000;6865000;Kerimaki;1000;20031212;2003;12;12;3625000;6865000;-0.8;2.0;-2.2;0.0;680.0;5.03;1367.7999999999997;484.0
1;3625000;6865000;Kerimaki;1000;20031213;2003;12;13;3625000;6865000;-3.5;-1.0;-7.1;0.0;583.0;3.92;1367.7999999999997;484.0
1;3625000;6865000;Kerimaki;1000;20031214;2003;12;14;3625000;6865000;-2.9;-1.7;-6.6;3.0;313.0;4.25;1367.7999999999997;487.0
1;3625000;6865000;Kerimaki;1000;20031215;2003;12;15;3625000;6865000;-3.6;-2.3;-4.3;9.0;335.0;4.41;1367.7999999999997;496.0
1;3625000;6865000;Kerimaki;1000;20031216;2003;12;16;3625000;6865000;-6.0;-4.1;-7.1;0.0;346.0;3.45;1367.7999999999997;496.0
1;3625000;6865000;Kerimaki;1000;20031217;2003;12;17;3625000;6865000;-8.2;-5.6;-11.6;5.0;205.0;2.94;1367.7999999999997;501.0
1;3625000;6865000;Kerimaki;1000;20031218;2003;12;18;3625000;6865000;-9.8;-5.2;-16.2;0.0;464.0;2.69;1367.7999999999997;501.0
1;3625000;6865000;Kerimaki;1000;20031219;2003;12;19;3625000;6865000;0.0;2.7;-6.5;0.0;238.0;5.91;1367.7999999999997;501.0
1;3625000;6865000;Kerimaki;1000;20031220;2003;12;20;3625000;6865000;-4.3;2.6;-10.6;0.0;616.0;4.09;1367.7999999999997;501.0
1;3625000;6865000;Kerimaki;1000;20031221;2003;12;21;3625000;6865000;-11.4;-7.9;-15.5;11.0;270.0;2.29;1367.7999999999997;512.0
1;3625000;6865000;Kerimaki;1000;20031222;2003;12;22;3625000;6865000;-9.0;-7.6;-9.8;2.0;410.0;2.63;1367.7999999999997;514.0
1;3625000;6865000;Kerimaki;1000;20031223;2003;12;23;3625000;6865000;-17.2;-9.7;-20.5;0.0;778.0;1.19;1367.7999999999997;514.0
1;3625000;6865000;Kerimaki;1000;20031224;2003;12;24;3625000;6865000;-10.6;-3.2;-19.7;6.0;659.0;2.72;1367.7999999999997;520.0
1;3625000;6865000;Kerimaki;1000;20031225;2003;12;25;3625000;6865000;1.8;2.9;-3.2;0.0;454.0;6.71;1367.7999999999997;520.0
1;3625000;6865000;Kerimaki;1000;20031226;2003;12;26;3625000;6865000;1.9;2.5;1.5;0.0;670.0;6.35;1367.7999999999997;520.0
1;3625000;6865000;Kerimaki;1000;20031227;2003;12;27;3625000;6865000;0.5;1.9;-0.7;8.0;378.0;5.9;1367.7999999999997;528.0
1;3625000;6865000;Kerimaki;1000;20031228;2003;12;28;3625000;6865000;1.5;3.3;0.5;1.0;356.0;6.19;1367.7999999999997;529.0
1;3625000;6865000;Kerimaki;1000;20031229;2003;12;29;3625000;6865000;0.2;2.6;-2.5;2.0;205.0;5.53;1367.7999999999997;531.0
1;3625000;6865000;Kerimaki;1000;20031230;2003;12;30;3625000;6865000;-2.5;3.0;-4.5;0.0;778.0;4.54;1367.7999999999997;531.0
1;3625000;6865000;Kerimaki;1000;20031231;2003;12;31;3625000;6865000;-4.6;-2.6;-6.9;0.0;292.0;3.81;1367.7999999999997;531.0
1;3625000;6865000;Kerimaki;1000;20040101;2004;1;1;3625000;6865000;-13.7;-4.3;-16.4;0.0;961.0;1.89;0.0;0.0
1;3625000;6865000;Kerimaki;1000;20040102;2004;1;2;3625000;6865000;-16.2;-14.2;-18.7;0.0;1955.0;1.38;0.0;0.0
1;3625000;6865000;Kerimaki;1000;20040103;2004;1;3;3625000;6865000;-12.2;-10.3;-14.9;0.0;486.0;1.97;0.0;0.0
1;3625000;6865000;Kerimaki;1000;20040104;2004;1;4;3625000;6865000;-11.2;-9.3;-16.0;0.0;313.0;2.35;0.0;0.0
1;3625000;6865000;Kerimaki;1000;20040105;2004;1;5;3625000;6865000;-9.5;-8.6;-12.1;0.0;389.0;2.7;0.0;0.0
1;3625000;6865000;Kerimaki;1000;20040106;2004;1;6;3625000;6865000;-12.3;-9.0;-15.1;0.0;562.0;2.18;0.0;0.0
1;3625000;6865000;Kerimaki;1000;20040107;2004;1;7;3625000;6865000;-10.7;-8.8;-12.5;0.0;648.0;2.47;0.0;0.0
1;3625000;6865000;Kerimaki;1000;20040108;2004;1;8;3625000;6865000;-10.8;-9.9;-13.3;0.0;378.0;2.44;0.0;0.0
1;3625000;6865000;Kerimaki;1000;20040109;2004;1;9;3625000;6865000;-11.5;-9.0;-13.8;0.0;454.0;2.35;0.0;0.0
1;3625000;6865000;Kerimaki;1000;20040110;2004;1;10;3625000;6865000;-20.3;-14.0;-22.0;0.0;886.0;1.01;0.0;0.0
1;3625000;6865000;Kerimaki;1000;20040111;2004;1;11;3625000;6865000;-17.0;-13.8;-21.3;0.0;475.0;1.44;0.0;0.0
1;3625000;6865000;Kerimaki;1000;20040112;2004;1;12;3625000;6865000;-9.3;-7.2;-13.7;0.0;367.0;2.87;0.0;0.0
1;3625000;6865000;Kerimaki;1000;20040113;2004;1;13;3625000;6865000;-4.9;-2.4;-10.4;1.0;227.0;4.1;0.0;1.0
1;3625000;6865000;Kerimaki;1000;20040114;2004;1;14;3625000;6865000;-5.6;-3.1;-7.5;1.0;378.0;3.89;0.0;2.0
1;3625000;6865000;Kerimaki;1000;20040115;2004;1;15;3625000;6865000;-4.7;-4.2;-5.2;5.0;356.0;4.16;0.0;7.0
1;3625000;6865000;Kerimaki;1000;20040116;2004;1;16;3625000;6865000;-10.3;-4.7;-14.6;0.0;659.0;2.64;0.0;7.0
1;3625000;6865000;Kerimaki;1000;20040117;2004;1;17;3625000;6865000;-9.4;-5.7;-16.1;0.0;421.0;2.87;0.0;7.0
1;3625000;6865000;Kerimaki;1000;20040118;2004;1;18;3625000;6865000;-5.8;-5.3;-7.8;1.0;356.0;3.61;0.0;8.0
1;3625000;6865000;Kerimaki;1000;20040119;2004;1;19;3625000;6865000;-9.7;-6.6;-11.2;0.0;540.0;2.8;0.0;8.0
1;3625000;6865000;Kerimaki;1000;20040120;2004;1;20;3625000;6865000;-17.8;-10.0;-20.6;0.0;691.0;1.35;0.0;8.0
1;3625000;6865000;Kerimaki;1000;20040121;2004;1;21;3625000;6865000;-19.1;-17.6;-22.4;1.0;1264.0;1.17;0.0;9.0
1;3625000;6865000;Kerimaki;1000;20040122;2004;1;22;3625000;6865000;-13.7;-9.1;-20.0;0.0;994.0;1.99;0.0;9.0
1;3625000;6865000;Kerimaki;1000;20040123;2004;1;23;3625000;6865000;-18.2;-11.1;-24.8;0.0;1415.0;1.4;0.0;9.0
1;3625000;6865000;Kerimaki;1000;20040124;2004;1;24;3625000;6865000;-4.5;-3.6;-11.2;0.0;292.0;4.14;0.0;9.0
1;3625000;6865000;Kerimaki;1000;20040125;2004;1;25;3625000;6865000;-7.1;-3.8;-10.5;0.0;626.0;3.45;0.0;9.0
1;3625000;6865000;Kerimaki;1000;20040126;2004;1;26;3625000;6865000;-9.7;-8.9;-10.7;1.0;324.0;2.65;0.0;10.0
1;3625000;6865000;Kerimaki;1000;20040127;2004;1;27;3625000;6865000;-7.5;-5.4;-9.3;2.0;518.0;3.2;0.0;12.0
1;3625000;6865000;Kerimaki;1000;20040128;2004;1;28;3625000;6865000;-5.8;-4.5;-8.9;1.0;443.0;3.71;0.0;13.0
1;3625000;6865000;Kerimaki;1000;20040129;2004;1;29;3625000;6865000;-5.8;-4.4;-7.0;4.0;454.0;3.62;0.0;17.0
1;3625000;6865000;Kerimaki;1000;20040130;2004;1;30;3625000;6865000;-7.0;-5.0;-9.7;0.0;940.0;3.43;0.0;17.0
1;3625000;6865000;Kerimaki;1000;20040131;2004;1;31;3625000;6865000;-6.4;-5.2;-8.3;7.0;486.0;3.43;0.0;24.0
1;3625000;6865000;Kerimaki;1000;20040201;2004;2;1;3625000;6865000;-4.1;-3.4;-5.8;8.0;583.0;4.25;0.0;32.0
1;3625000;6865000;Kerimaki;1000;20040202;2004;2;2;3625000;6865000;-8.2;-2.0;-13.4;0.0;2819.0;3.14;0.0;32.0
1;3625000;6865000;Kerimaki;1000;20040203;2004;2;3;3625000;6865000;-5.9;-3.6;-12.5;1.0;1102.0;3.58;0.0;33.0
1;3625000;6865000;Kerimaki;1000;20040204;2004;2;4;3625000;6865000;-0.5;1.5;-3.6;8.0;594.0;5.69;0.0;41.0
1;3625000;6865000;Kerimaki;1000;20040205;2004;2;5;3625000;6865000;-0.2;1.9;-2.6;1.0;1264.0;5.78;0.0;42.0
1;3625000;6865000;Kerimaki;1000;20040206;2004;2;6;3625000;6865000;-7.1;-2.9;-8.1;0.0;1879.0;3.34;0.0;42.0
1;3625000;6865000;Kerimaki;1000;20040207;2004;2;7;3625000;6865000;-8.1;-6.2;-11.9;0.0;2030.0;3.12;0.0;42.0
1;3625000;6865000;Kerimaki;1000;20040208;2004;2;8;3625000;6865000;-17.3;-10.4;-20.1;0.0;3953.0;1.44;0.0;42.0
1;3625000;6865000;Kerimaki;1000;20040209;2004;2;9;3625000;6865000;-12.1;-9.2;-20.4;1.0;1534.0;2.15;0.0;43.0
1;3625000;6865000;Kerimaki;1000;20040210;2004;2;10;3625000;6865000;-17.9;-12.5;-21.3;0.0;3154.0;1.23;0.0;43.0
1;3625000;6865000;Kerimaki;1000;20040211;2004;2;11;3625000;6865000;-17.7;-14.4;-19.5;0.0;3391.0;1.27;0.0;43.0
1;3625000;6865000;Kerimaki;1000;20040212;2004;2;12;3625000;6865000;-22.1;-17.7;-27.0;1.0;3888.0;0.87;0.0;44.0
1;3625000;6865000;Kerimaki;1000;20040213;2004;2;13;3625000;6865000;-7.2;-3.9;-23.0;3.0;1210.0;3.37;0.0;47.0
1;3625000;6865000;Kerimaki;1000;20040214;2004;2;14;3625000;6865000;-2.3;0.4;-4.7;1.0;1318.0;4.97;0.0;48.0
1;3625000;6865000;Kerimaki;1000;20040215;2004;2;15;3625000;6865000;-2.7;-1.1;-5.9;0.0;1620.0;4.67;0.0;48.0
1;3625000;6865000;Kerimaki;1000;20040216;2004;2;16;3625000;6865000;-6.6;-1.6;-10.7;0.0;2603.0;3.1;0.0;48.0
1;3625000;6865000;Kerimaki;1000;20040217;2004;2;17;3625000;6865000;-13.6;-10.2;-18.7;2.0;2560.0;1.84;0.0;50.0
1;3625000;6865000;Kerimaki;1000;20040218;2004;2;18;3625000;6865000;-18.1;-13.2;-21.1;0.0;5432.0;1.18;0.0;50.0
1;3625000;6865000;Kerimaki;1000;20040219;2004;2;19;3625000;6865000;-14.6;-10.2;-22.3;1.0;5173.0;1.5;0.0;51.0
1;3625000;6865000;Kerimaki;1000;20040220;2004;2;20;3625000;6865000;-3.6;1.2;-11.5;0.0;1868.0;4.69;0.0;51.0
1;3625000;6865000;Kerimaki;1000;20040221;2004;2;21;3625000;6865000;0.4;2.4;-1.6;0.0;4147.0;5.63;0.0;51.0
1;3625000;6865000;Kerimaki;1000;20040222;2004;2;22;3625000;6865000;-3.3;0.9;-5.1;0.0;3348.0;3.69;0.0;51.0
1;3625000;6865000;Kerimaki;1000;20040223;2004;2;23;3625000;6865000;-6.4;-4.0;-8.4;1.0;2840.0;3.29;0.0;52.0
1;3625000;6865000;Kerimaki;1000;20040224;2004;2;24;3625000;6865000;-10.0;-6.0;-14.4;0.0;3283.0;2.76;0.0;52.0
1;3625000;6865000;Kerimaki;1000;20040225;2004;2;25;3625000;6865000;-6.9;-4.9;-10.0;3.0;2819.0;3.27;0.0;55.0
1;3625000;6865000;Kerimaki;1000;20040226;2004;2;26;3625000;6865000;-3.1;-2.6;-4.8;2.0;2408.0;4.47;0.0;57.0
1;3625000;6865000;Kerimaki;1000;20040227;2004;2;27;3625000;6865000;-4.5;-0.9;-8.0;0.0;4266.0;3.92;0.0;57.0
1;3625000;6865000;Kerimaki;1000;20040228;2004;2;28;3625000;6865000;-5.4;-3.7;-10.6;0.0;6318.0;3.56;0.0;57.0
1;3625000;6865000;Kerimaki;1000;20040229;2004;2;29;3625000;6865000;-8.4;-4.4;-14.7;0.0;4687.0;2.83;0.0;57.0
1;3625000;6865000;Kerimaki;1000;20040301;2004;3;1;3625000;6865000;-6.8;-3.7;-15.1;0.0;2473.0;3.39;0.0;57.0
1;3625000;6865000;Kerimaki;1000;20040302;2004;3;2;3625000;6865000;-5.6;-1.1;-13.4;0.0;3305.0;3.72;0.0;57.0
1;3625000;6865000;Kerimaki;1000;20040303;2004;3;3;3625000;6865000;-8.4;-3.7;-10.1;0.0;7387.0;2.58;0.0;57.0
1;3625000;6865000;Kerimaki;1000;20040304;2004;3;4;3625000;6865000;-8.0;-4.3;-14.3;0.0;8316.0;2.66;0.0;57.0
1;3625000;6865000;Kerimaki;1000;20040305;2004;3;5;3625000;6865000;-8.5;-4.6;-14.5;0.0;8197.0;2.49;0.0;57.0
1;3625000;6865000;Kerimaki;1000;20040306;2004;3;6;3625000;6865000;-8.7;-4.2;-13.1;0.0;7798.0;2.65;0.0;57.0
1;3625000;6865000;Kerimaki;1000;20040307;2004;3;7;3625000;6865000;-7.3;-2.9;-15.0;0.0;4115.0;2.89;0.0;57.0
1;3625000;6865000;Kerimaki;1000;20040308;2004;3;8;3625000;6865000;-5.4;0.6;-8.8;0.0;5476.0;3.59;0.0;57.0
1;3625000;6865000;Kerimaki;1000;20040309;2004;3;9;3625000;6865000;-11.1;-0.8;-17.8;0.0;9925.0;2.48;0.0;57.0
1;3625000;6865000;Kerimaki;1000;20040310;2004;3;10;3625000;6865000;-6.8;2.0;-17.8;0.0;10055.0;3.0;0.0;57.0
1;3625000;6865000;Kerimaki;1000;20040311;2004;3;11;3625000;6865000;-2.6;3.4;-6.3;0.0;9137.0;4.22;0.0;57.0
1;3625000;6865000;Kerimaki;1000;20040312;2004;3;12;3625000;6865000;-5.6;2.4;-12.0;0.0;8694.0;3.74;0.0;57.0
1;3625000;6865000;Kerimaki;1000;20040313;2004;3;13;3625000;6865000;-6.5;5.3;-13.7;0.0;10476.0;3.46;0.0;57.0
1;3625000;6865000;Kerimaki;1000;20040314;2004;3;14;3625000;6865000;-2.7;5.3;-13.0;5.0;11502.0;3.71;0.0;62.0
1;3625000;6865000;Kerimaki;1000;20040315;2004;3;15;3625000;6865000;0.5;2.8;-0.2;1.0;3348.0;6.18;0.0;63.0
1;3625000;6865000;Kerimaki;1000;20040316;2004;3;16;3625000;6865000;1.6;2.4;0.3;0.0;2549.0;6.63;0.0;63.0
1;3625000;6865000;Kerimaki;1000;20040317;2004;3;17;3625000;6865000;1.0;3.5;-0.8;0.0;4644.0;5.72;0.0;63.0
1;3625000;6865000;Kerimaki;1000;20040318;2004;3;18;3625000;6865000;0.6;2.1;-3.3;0.0;3067.0;5.91;0.0;63.0
1;3625000;6865000;Kerimaki;1000;20040319;2004;3;19;3625000;6865000;0.9;3.8;-0.4;0.0;6318.0;6.07;0.0;63.0
1;3625000;6865000;Kerimaki;1000;20040320;2004;3;20;3625000;6865000;0.9;2.5;-0.7;4.0;4838.0;6.03;0.0;67.0
1;3625000;6865000;Kerimaki;1000;20040321;2004;3;21;3625000;6865000;0.5;1.6;-0.1;1.0;4072.0;6.01;0.0;68.0
1;3625000;6865000;Kerimaki;1000;20040322;2004;3;22;3625000;6865000;0.6;1.4;0.1;4.0;5605.0;6.09;0.0;72.0
1;3625000;6865000;Kerimaki;1000;20040323;2004;3;23;3625000;6865000;0.7;2.7;-0.6;3.0;5324.0;6.12;0.0;75.0
1;3625000;6865000;Kerimaki;1000;20040324;2004;3;24;3625000;6865000;0.1;1.6;-0.4;0.0;5162.0;5.87;0.0;75.0
1;3625000;6865000;Kerimaki;1000;20040325;2004;3;25;3625000;6865000;-0.3;0.3;-0.7;1.0;5508.0;5.49;0.0;76.0
1;3625000;6865000;Kerimaki;1000;20040326;2004;3;26;3625000;6865000;-1.9;-0.7;-2.2;0.0;6642.0;4.48;0.0;76.0
1;3625000;6865000;Kerimaki;1000;20040327;2004;3;27;3625000;6865000;-2.0;1.3;-4.9;0.0;9504.0;4.08;0.0;76.0
1;3625000;6865000;Kerimaki;1000;20040328;2004;3;28;3625000;6865000;1.0;4.3;-1.4;1.0;9212.0;5.23;0.0;77.0
1;3625000;6865000;Kerimaki;1000;20040329;2004;3;29;3625000;6865000;1.5;6.7;-3.7;0.0;14990.0;4.04;0.0;77.0
1;3625000;6865000;Kerimaki;1000;20040330;2004;3;30;3625000;6865000;2.6;6.7;-2.5;0.0;13154.0;4.63;0.0;77.0
1;3625000;6865000;Kerimaki;1000;20040331;2004;3;31;3625000;6865000;-1.8;3.3;-3.9;0.0;11783.0;4.01;0.0;77.0
1;3625000;6865000;Kerimaki;1000;20040401;2004;4;1;3625000;6865000;-5.5;-2.2;-7.7;0.0;16934.0;2.16;0.0;77.0
1;3625000;6865000;Kerimaki;1000;20040402;2004;4;2;3625000;6865000;-5.6;1.9;-13.8;0.0;17161.0;2.17;0.0;77.0
1;3625000;6865000;Kerimaki;1000;20040403;2004;4;3;3625000;6865000;0.0;6.1;-5.9;0.0;17053.0;3.07;0.0;77.0
1;3625000;6865000;Kerimaki;1000;20040404;2004;4;4;3625000;6865000;0.4;8.2;-6.1;0.0;17960.0;2.91;0.0;77.0
1;3625000;6865000;Kerimaki;1000;20040405;2004;4;5;3625000;6865000;0.0;7.7;-8.1;0.0;17788.0;3.58;0.0;77.0
1;3625000;6865000;Kerimaki;1000;20040406;2004;4;6;3625000;6865000;1.7;9.0;-5.0;0.0;17744.0;4.28;0.0;77.0
1;3625000;6865000;Kerimaki;1000;20040407;2004;4;7;3625000;6865000;1.7;8.9;-3.6;0.0;18684.0;4.48;0.0;77.0
1;3625000;6865000;Kerimaki;1000;20040408;2004;4;8;3625000;6865000;1.3;8.5;-5.4;0.0;19364.0;3.9;0.0;77.0
1;3625000;6865000;Kerimaki;1000;20040409;2004;4;9;3625000;6865000;1.9;8.6;-5.7;0.0;18760.0;4.14;0.0;77.0
1;3625000;6865000;Kerimaki;1000;20040410;2004;4;10;3625000;6865000;1.3;6.7;-2.5;4.0;9860.0;5.59;0.0;81.0
1;3625000;6865000;Kerimaki;1000;20040411;2004;4;11;3625000;6865000;1.9;6.9;-2.1;0.0;19354.0;5.05;0.0;81.0
1;3625000;6865000;Kerimaki;1000;20040412;2004;4;12;3625000;6865000;0.9;2.5;-0.5;3.0;8651.0;6.12;0.0;84.0
1;3625000;6865000;Kerimaki;1000;20040413;2004;4;13;3625000;6865000;0.8;6.2;-0.8;0.0;14418.0;5.6;0.0;84.0
1;3625000;6865000;Kerimaki;1000;20040414;2004;4;14;3625000;6865000;1.3;6.0;-4.6;1.0;9666.0;4.98;0.0;85.0
1;3625000;6865000;Kerimaki;1000;20040415;2004;4;15;3625000;6865000;3.0;4.8;0.4;0.0;6221.0;6.66;0.0;85.0
1;3625000;6865000;Kerimaki;1000;20040416;2004;4;16;3625000;6865000;3.2;9.1;-2.8;0.0;20855.0;5.49;0.0;85.0
1;3625000;6865000;Kerimaki;1000;20040417;2004;4;17;3625000;6865000;6.5;13.3;1.7;0.0;18490.0;6.46;1.5;85.0
1;3625000;6865000;Kerimaki;1000;20040418;2004;4;18;3625000;6865000;6.9;15.3;0.8;0.0;20866.0;6.12;3.4000000000000004;85.0
1;3625000;6865000;Kerimaki;1000;20040419;2004;4;19;3625000;6865000;7.1;16.1;0.1;0.0;19516.0;5.87;5.5;85.0
1;3625000;6865000;Kerimaki;1000;20040420;2004;4;20;3625000;6865000;6.8;16.1;-1.4;0.0;20304.0;5.93;7.3;85.0
1;3625000;6865000;Kerimaki;1000;20040421;2004;4;21;3625000;6865000;3.3;8.5;0.3;0.0;17723.0;5.63;7.3;85.0
1;3625000;6865000;Kerimaki;1000;20040422;2004;4;22;3625000;6865000;0.8;6.0;-2.9;0.0;22637.0;2.96;7.3;85.0
1;3625000;6865000;Kerimaki;1000;20040423;2004;4;23;3625000;6865000;0.1;4.8;-4.3;0.0;23252.0;3.43;7.3;85.0
1;3625000;6865000;Kerimaki;1000;20040424;2004;4;24;3625000;6865000;0.9;6.8;-4.6;0.0;19526.0;2.87;7.3;85.0
1;3625000;6865000;Kerimaki;1000;20040425;2004;4;25;3625000;6865000;1.6;8.9;-4.8;0.0;22961.0;2.88;7.3;85.0
1;3625000;6865000;Kerimaki;1000;20040426;2004;4;26;3625000;6865000;3.3;10.1;-6.2;0.0;23836.0;3.08;7.3;85.0
1;3625000;6865000;Kerimaki;1000;20040427;2004;4;27;3625000;6865000;3.2;9.5;-3.0;0.0;23350.0;3.44;7.3;85.0
1;3625000;6865000;Kerimaki;1000;20040428;2004;4;28;3625000;6865000;4.2;10.5;-3.3;0.0;19451.0;3.82;7.3;85.0
1;3625000;6865000;Kerimaki;1000;20040429;2004;4;29;3625000;6865000;4.9;9.8;2.6;0.0;10660.0;5.6;7.3;85.0
1;3625000;6865000;Kerimaki;1000;20040430;2004;4;30;3625000;6865000;4.4;12.0;-3.2;0.0;24235.0;4.45;7.3;85.0
1;3625000;6865000;Kerimaki;1000;20040501;2004;5;1;3625000;6865000;6.9;15.0;-2.6;0.0;15746.0;5.93;9.2;85.0
1;3625000;6865000;Kerimaki;1000;20040502;2004;5;2;3625000;6865000;9.5;17.2;0.8;0.0;22043.0;6.29;13.7;85.0
1;3625000;6865000;Kerimaki;1000;20040503;2004;5;3;3625000;6865000;11.4;20.3;0.7;0.0;23857.0;5.68;20.1;85.0
1;3625000;6865000;Kerimaki;1000;20040504;2004;5;4;3625000;6865000;13.8;21.4;5.8;0.0;21989.0;6.82;28.900000000000002;85.0
1;3625000;6865000;Kerimaki;1000;20040505;2004;5;5;3625000;6865000;13.3;19.9;8.1;0.0;17928.0;8.94;37.2;85.0
1;3625000;6865000;Kerimaki;1000;20040506;2004;5;6;3625000;6865000;15.7;25.2;6.3;0.0;20898.0;9.82;47.900000000000006;85.0
1;3625000;6865000;Kerimaki;1000;20040507;2004;5;7;3625000;6865000;13.9;22.7;7.0;0.0;21838.0;9.77;56.800000000000004;85.0
1;3625000;6865000;Kerimaki;1000;20040508;2004;5;8;3625000;6865000;15.6;24.3;6.2;0.0;24235.0;8.82;67.4;85.0
1;3625000;6865000;Kerimaki;1000;20040509;2004;5;9;3625000;6865000;15.4;22.2;9.6;0.0;21287.0;10.81;77.80000000000001;85.0
1;3625000;6865000;Kerimaki;1000;20040510;2004;5;10;3625000;6865000;6.0;15.3;2.9;2.0;13424.0;7.81;78.80000000000001;87.0
1;3625000;6865000;Kerimaki;1000;20040511;2004;5;11;3625000;6865000;1.0;3.2;-0.3;0.0;9083.0;4.81;78.80000000000001;87.0
1;3625000;6865000;Kerimaki;1000;20040512;2004;5;12;3625000;6865000;1.9;6.8;-2.4;0.0;25013.0;3.51;78.80000000000001;87.0
1;3625000;6865000;Kerimaki;1000;20040513;2004;5;13;3625000;6865000;2.1;7.1;-4.0;0.0;23987.0;4.39;78.80000000000001;87.0
1;3625000;6865000;Kerimaki;1000;20040514;2004;5;14;3625000;6865000;5.0;10.4;-1.9;0.0;17485.0;4.93;78.80000000000001;87.0
1;3625000;6865000;Kerimaki;1000;20040515;2004;5;15;3625000;6865000;5.1;8.3;1.6;3.0;9666.0;7.7;78.9;90.0
1;3625000;6865000;Kerimaki;1000;20040516;2004;5;16;3625000;6865000;5.0;9.6;0.8;0.0;19537.0;5.87;78.9;90.0
